full_name,Selling_Price,Year,Seller_Type,km_driven,Owner _Type,Fuel_Type,Transmission_type,Mileage(Km/L),Engine(CC),max_power(bHP),,,,,
Chevrolet Cruze LTZ,3.56,2010,Dealer,74652,1st  ,Diesel,Manual,18.3,1991,148,,,,,
Tata Zest Quadrajet 1.3 75PS XE,5.35,2016,Individual,16500,1st  ,Diesel,Manual,22.95,1248,74,,,,,
Maruti Ertiga VDI,6,2013,Individual,120000,1st  ,Diesel,Manual,20.77,1248,89,,,,,
Tata Safari Storme LX,4.8,2013,Individual,120000,1st  ,Diesel,Manual,14,2179,138,,,,,
Tata Tiago 1.2 Revotron XZ,5,2019,Individual,15000,1st  ,Petrol,Manual,23.84,1199,84,,,,,
Datsun GO Plus T BSIV,2.8,2015,Individual,110000,1st  ,Petrol,Manual,19.44,1198,67,,,,,
Chevrolet Sail Hatchback 1.3 TCDi LS ABS,3,2014,Individual,42500,1st  ,Diesel,Manual,22.1,1248,74,,,,,
Hyundai i20 Magna 1.4 CRDi (Diesel),4.25,2013,Dealer,33000,1st  ,Diesel,Manual,21.9,1396,89,,,,,
Lexus NX 300h,64,2018,Dealer,7622,1st  ,Petrol,Automatic,18.32,2499,194,,,,,
Hyundai i20 2015-2017 Sportz 1.2,5.46,2017,Individual,50000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Hyundai Verna 1.6 SX,3.9,2012,Dealer,61000,1st  ,Diesel,Manual,22.32,1582,126,,,,,
Hyundai Grand i10 1.2 Kappa Magna BSIV,6.65,2018,Dealer,1700,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Skoda Rapid 1.6 MPI AT Ambition Plus,4.95,2014,Dealer,54500,1st  ,Petrol,Automatic,14.3,1598,104,,,,,
Hyundai Santro Xing XK eRLX EuroIII,1.1,2007,Individual,80000,1st  ,Petrol,Manual,17.8,1086,63,,,,,
Hyundai i20 Magna,3.4,2010,Individual,56660,1st  ,Petrol,Manual,18.5,1197,80,,,,,
Maruti Wagon R VXI,4,2015,Individual,40000,1st  ,Petrol,Manual,20.51,998,67,,,,,
Maruti Swift VDI Optional,7.1,2017,Dealer,28000,1st  ,Diesel,Manual,25.2,1248,74,,,,,
Honda City i DTec SV,6.15,2016,Dealer,62000,1st  ,Diesel,Manual,26,1498,99,,,,,
Toyota Innova 2.5 VX 8 STR,6.25,2009,Individual,110000,1st  ,Diesel,Manual,12.8,2494,102,,,,,
Volkswagen Polo 1.2 MPI Comfortline,6.35,2018,Dealer,16000,1st  ,Petrol,Manual,16.2,1199,74,,,,,
Volkswagen Vento Petrol Highline,5.5,2013,Individual,44000,1st  ,Petrol,Manual,15.04,1598,104,,,,,
Honda City i VTEC CVT VX,7.7,2016,Dealer,80634,1st  ,Petrol,Automatic,18,1497,117,,,,,
Mercedes-Benz M-Class ML 350 4Matic,32.99,2015,Dealer,43000,1st  ,Diesel,Automatic,0,2987,165,,,,,
Honda City 1.5 E MT,1.75,2008,Individual,110000,1st  ,Petrol,Manual,17,1497,118,,,,,
Maruti Alto 800 VXI,3.5,2020,Individual,10000,1st  ,Petrol,Manual,22.05,796,47,,,,,
Hyundai i10 Magna 1.1L,3.95,2016,Dealer,25000,1st  ,Petrol,Manual,19.81,1086,68,,,,,
BMW 3 Series 320d Sport Line,22.5,2014,Individual,40000,1st  ,Diesel,Automatic,18.88,1995,184,,,,,
Maruti Swift Dzire VXI 1.2 BS IV,5.75,2017,Dealer,42000,1st  ,Petrol,Manual,22,1197,82,,,,,
Tata Tiago 1.2 Revotron XZ,5.39,2019,Individual,16000,1st  ,Petrol,Manual,23.84,1199,84,,,,,
Honda BRV i-VTEC S MT,8.95,2019,Dealer,17000,1st  ,Petrol,Manual,15.4,1497,117,,,,,
Hyundai Xcent 1.1 CRDi S,3.9,2016,Individual,90000,1st  ,Diesel,Manual,24.4,1120,71,,,,,
Hyundai Verna Transform VGT CRDi,3,2010,Individual,25000,1st  ,Diesel,Manual,16.2,1493,110,,,,,
Chevrolet Beat Diesel LS,1.35,2012,Individual,80000,1st  ,Diesel,Manual,25.44,936,58,,,,,
Maruti Celerio ZXI AT,4.35,2017,Trustmark Dealer,54202,1st  ,Petrol,Automatic,23.1,998,67,,,,,
Volkswagen Polo 1.2 MPI Comfortline,6.25,2015,Dealer,7000,1st  ,Petrol,Manual,16.47,1198,74,,,,,
Ford Ecosport 1.5 Ti VCT AT Titanium,6.49,2014,Dealer,74300,1st  ,Petrol,Automatic,16.5,1499,110,,,,,
Mahindra Xylo H4,8,2016,Individual,25000,1st  ,Diesel,Manual,14.02,2179,118,,,,,
Maruti Swift VDI BSIV,5.3,2016,Individual,110000,1st  ,Diesel,Manual,25.2,1248,74,,,,,
Volkswagen Polo 2015-2019 1.2 MPI Highline,5.43,2017,Dealer,59894,1st  ,Petrol,Manual,16.2,1199,74,,,,,
Honda Amaze VX i-DTEC,4.65,2015,Dealer,77000,1st  ,Diesel,Manual,25.8,1498,99,,,,,
Hyundai i20 1.2 Asta,4.5,2011,Dealer,40434,1st  ,Petrol,Manual,17,1197,80,,,,,
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,4.85,2015,Dealer,100000,1st  ,Petrol,Manual,15,1598,104,,,,,
Hyundai Santro Xing XO,1.85,2006,Individual,70000,1st  ,Petrol,Manual,17,1086,null,,,,,
Hyundai Grand i10 1.2 Kappa Magna BSIV,5.9,2019,Individual,13900,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Honda City ZXi AT,3,2008,Dealer,43639,1st  ,Petrol,Automatic,12,1493,100,,,,,
Maruti Alto K10 2010-2014 VXI,2.6,2011,Dealer,72000,1st  ,Petrol,Manual,20.92,998,67,,,,,
Chevrolet Beat LT,1,2010,Individual,200200,1st  ,Petrol,Manual,18.6,1199,79,,,,,
Ford Figo Diesel Celebration Edition,2.5,2013,Individual,60000,1st  ,Diesel,Manual,20,1399,68,,,,,
Hyundai i10 Magna 1.2,3.99,2013,Dealer,25981,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Volkswagen Polo 1.5 TDI Comfortline,6.35,2015,Dealer,58111,1st  ,Diesel,Manual,20.14,1498,88,,,,,
Jaguar XF 2.0 Diesel Pure,29.5,2016,Dealer,28000,1st  ,Diesel,Automatic,19.33,1999,177,,,,,
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,9.1,2015,Dealer,60000,1st  ,Diesel,Manual,19.67,1582,126,,,,,
Maruti Zen Estilo LXI BS IV,2.45,2010,Dealer,46000,1st  ,Petrol,Manual,19,998,67,,,,,
Hyundai i10 Sportz,3.5,2012,Individual,50000,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Hyundai Getz 1.3 GLS,1.2,2010,Individual,145000,1st  ,Petrol,Manual,14.2,1341,83,,,,,
Skoda Rapid 1.6 MPI Elegance,5.7,2014,Individual,142000,1st  ,Petrol,Manual,15,1598,104,,,,,
Maruti Alto K10 VXI AGS,3.75,2015,Dealer,39949,1st  ,Petrol,Automatic,23.95,998,67,,,,,
Maruti Alto LXi,1.9,2011,Individual,19600,1st  ,Petrol,Manual,19.7,796,46,,,,,
BMW 5 Series 530d M Sport,35.9,2016,Dealer,45000,1st  ,Diesel,Automatic,14.69,2993,258,,,,,
Skoda Superb Petrol Ambition,3,2010,Dealer,95000,1st  ,Petrol,Manual,13.1,1798,158,,,,,
Hyundai i20 Sportz Plus BSIV,7,2019,Individual,18000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Hyundai EON Era Plus,3.1,2018,Individual,35000,1st  ,Petrol,Manual,21.1,814,55,,,,,
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,20.99,2018,Dealer,44000,1st  ,Diesel,Automatic,11.36,2755,172,,,,,
Hyundai Grand i10 1.2 Kappa Sportz AT,6,2017,Dealer,37712,1st  ,Petrol,Automatic,18.9,1197,82,,,,,
Maruti Omni 8 Seater BSIV,3.13,2017,Dealer,20000,1st  ,Petrol,Manual,14,796,35,,,,,
Maruti Swift Dzire VXI 1.2 BS IV,4.75,2015,Dealer,58904,1st  ,Petrol,Manual,22,1197,82,,,,,
Hyundai Grand i10 1.2 Kappa Magna BSIV,5.5,2019,Dealer,15000,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Skoda Octavia 1.8 TSI AT L K,19.49,2018,Dealer,17000,1st  ,Petrol,Automatic,15.1,1798,178,,,,,
Maruti Ciaz S 1.4,8,2017,Dealer,44771,1st  ,Petrol,Manual,28.09,1373,91,,,,,
Skoda Rapid 1.6 MPI Elegance,5.2,2013,Dealer,42605,1st  ,Petrol,Manual,15,1598,104,,,,,
Hyundai i20 Sportz 1.2,5.3,2016,Dealer,50000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Tata Hexa XTA,13.5,2017,Individual,60000,1st  ,Diesel,Automatic,17.6,2179,154,,,,,
Maruti Swift DDiS VDI,2.55,2010,Dealer,78000,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Mahindra Scorpio SLE BSIV,7.45,2014,Dealer,98000,1st  ,Diesel,Manual,12.05,2179,120,,,,,
Toyota Innova 2.5 VX (Diesel) 7 Seater,10,2014,Individual,146000,1st  ,Diesel,Manual,12.99,2494,101,,,,,
Toyota Camry Hybrid,16.99,2015,Dealer,64000,1st  ,Electric,Automatic,19.16,2494,158,,,,,
Maruti Swift VDI BSIV,6,2016,Individual,100000,1st  ,Diesel,Manual,25.2,1248,74,,,,,
Hyundai i20 Asta 1.4 CRDi,5.99,2014,Dealer,69000,1st  ,Diesel,Manual,22.54,1396,89,,,,,
Honda Amaze VX Diesel,7.25,2016,Dealer,30685,1st  ,Diesel,Manual,24.7,1498,99,,,,,
Honda Brio 1.2 S MT,4.05,2017,Trustmark Dealer,16486,1st  ,Petrol,Manual,18.5,1198,87,,,,,
Hyundai Santro Xing (Non-AC),1.45,2010,Individual,35000,1st  ,Petrol,Manual,0,1086,62,,,,,
Hyundai Verna 1.4 CX VTVT,6,2014,Individual,10000,1st  ,Petrol,Manual,17.43,1396,106,,,,,
Maruti Swift Dzire VDi,4.5,2012,Individual,170000,1st  ,Diesel,Manual,19.3,1248,74,,,,,
Maruti Ciaz 1.3 Delta,7.5,2016,Dealer,62563,1st  ,Diesel,Manual,28.09,1248,89,,,,,
Hyundai i20 Sportz Option 1.2,6.64,2017,Dealer,49000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Jaguar XF 2.0 Diesel Portfolio,27,2015,Dealer,49400,1st  ,Diesel,Automatic,19.33,1999,177,,,,,
Maruti A Star Vxi,1.58,2010,Individual,50000,1st  ,Petrol,Manual,19,998,66,,,,,
Fiat Grande Punto EVO 1.3 Active,3,2014,Individual,80000,1st  ,Diesel,Manual,21.2,1248,75,,,,,
Toyota Innova 2.5 V Diesel 7-seater,9.25,2011,Dealer,129238,1st  ,Diesel,Manual,12.8,2494,102,,,,,
Maruti Swift Dzire LDI,6,2018,Individual,120000,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Maruti Swift Vdi BSIII,3.35,2009,Dealer,98206,1st  ,Diesel,Manual,17.8,1248,75,,,,,
Maruti Vitara Brezza ZDi,9.55,2017,Dealer,22000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Jeep Compass 2.0 Limited,13.65,2017,Dealer,59500,1st  ,Diesel,Manual,17.1,1956,170,,,,,
Hyundai Elantra CRDi SX AT,7.45,2012,Dealer,78000,1st  ,Diesel,Automatic,19.5,1582,126,,,,,
BMW X3 xDrive 20d Luxury Line,17.25,2014,Dealer,65000,1st  ,Diesel,Automatic,18.56,1995,188,,,,,
Hyundai Xcent 1.2 VTVT S,4.95,2018,Individual,40000,1st  ,Petrol,Manual,20.14,1197,82,,,,,
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,9.65,2018,Dealer,32387,1st  ,Diesel,Manual,22.77,1498,99,,,,,
Maruti Swift VDI,3.5,2013,Individual,80000,1st  ,Diesel,Manual,22.9,1248,74,,,,,
Maruti Swift Dzire ZDI,6.25,2013,Dealer,45000,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Maruti Ciaz Delta Automatic BSIV,9.1,2019,Dealer,10000,1st  ,Petrol,Automatic,20.28,1462,103,,,,,
BMW X5 xDrive 30d M Sport,44.95,2016,Dealer,48000,1st  ,Diesel,Automatic,15.97,2993,258,,,,,
Ford Ecosport 2015-2021 1.5 Ti VCT AT Titanium BSIV,7.75,2016,Dealer,40000,1st  ,Petrol,Automatic,15.63,1499,110,,,,,
Toyota Corolla Altis 1.8 VL CVT,18.25,2018,Dealer,11001,1st  ,Petrol,Automatic,14.28,1798,138,,,,,
Maruti Wagon R LXI,3.3,2013,Dealer,63000,1st  ,Petrol,Manual,21.79,998,67,,,,,
Hyundai Verna 1.6 SX VTVT,6.25,2015,Dealer,28789,1st  ,Petrol,Manual,17.01,1591,121,,,,,
Maruti Ciaz VXi,5.4,2015,Dealer,45000,1st  ,Petrol,Manual,20.73,1373,91,,,,,
Hyundai Verna 1.6 VTVT,4.2,2013,Individual,60000,1st  ,Petrol,Manual,17.01,1591,121,,,,,
Renault KWID 1.0 RXT Optional,4.2,2017,Dealer,36628,1st  ,Petrol,Manual,23.01,999,67,,,,,
Renault Duster 110PS Diesel RxZ,4.75,2012,Dealer,103500,1st  ,Diesel,Manual,19.01,1461,108,,,,,
Maruti Swift VDI BSIV,5.85,2014,Individual,53800,1st  ,Diesel,Manual,25.2,1248,74,,,,,
Skoda Superb Elegance 2.0 TDI CR AT,12.5,2014,Dealer,59000,1st  ,Diesel,Automatic,17.2,1968,138,,,,,
null,null,,null,null,null,null,null,null,,,,,,,
Honda City 1.5 V AT,3.1,2009,Dealer,61000,1st  ,Petrol,Automatic,16.8,1497,118,,,,,
Audi A4 2.0 TDI Multitronic,14.75,2012,Dealer,80000,1st  ,Diesel,Automatic,16.55,1968,140,,,,,
Ford Ikon 1.3 Flair,1.75,2007,Dealer,99870,1st  ,Petrol,Manual,13.8,1299,70,,,,,
BMW 5 Series 525d Luxury Line,20,2013,Individual,72000,1st  ,Diesel,Automatic,17.09,1995,218,,,,,
Hyundai Grand i10 Sportz,5.05,2015,Dealer,21000,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Hyundai Elantra CRDi SX AT,7.95,2014,Dealer,77000,1st  ,Diesel,Automatic,19.5,1582,126,,,,,
Maruti Baleno Alpha 1.2,7.85,2017,Dealer,26000,1st  ,Petrol,Manual,21.4,1197,83,,,,,
Volvo S60 D5 Summum,14.65,2014,Dealer,55000,1st  ,Diesel,Automatic,13.2,2400,215,,,,,
Maruti Swift Dzire VXI,5.6,2014,Individual,60000,1st  ,Petrol,Manual,19.1,1197,86,,,,,
Hyundai i20 1.2 Asta,3.25,2010,Individual,120000,1st  ,Petrol,Manual,17,1197,80,,,,,
Renault Lodgy 110PS RxL,5.5,2015,Dealer,72000,1st  ,Diesel,Manual,19.98,1461,109,,,,,
Ford Figo Petrol ZXI,1.75,2011,Individual,35000,1st  ,Petrol,Manual,15.6,1196,70,,,,,
Maruti Alto LXi,1.25,2006,Individual,110000,1st  ,Petrol,Manual,19.7,796,46,,,,,
Hyundai Creta 1.4 CRDi Base,8.6,2015,Dealer,40000,1st  ,Diesel,Manual,21.38,1396,89,,,,,
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,7.45,2015,Dealer,55524,1st  ,Diesel,Manual,22.77,1498,99,,,,,
Nissan Micra XV CVT,5.1,2016,Individual,25000,1st  ,Petrol,Automatic,19.34,1198,76,,,,,
Hyundai i20 2015-2017 Sportz 1.4 CRDi,5.5,2017,Individual,52000,1st  ,Diesel,Manual,22.54,1396,89,,,,,
Hyundai Santa Fe 2WD AT,15.5,2014,Dealer,67000,1st  ,Diesel,Automatic,13.01,2199,194,,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,5,2010,Individual,120000,1st  ,Diesel,Manual,12.8,2494,102,,,,,
Ford Figo Diesel Titanium,2.25,2012,Individual,70000,1st  ,Diesel,Manual,20,1399,68,,,,,
Hyundai EON Era Plus,2.25,2012,Dealer,60000,1st  ,Petrol,Manual,21.1,814,55,,,,,
Maruti Celerio VXI,3.35,2015,Dealer,40000,1st  ,Petrol,Manual,21.63,998,67,,,,,
Hyundai Xcent Prime T Plus CNG BSIV,3.8,2018,Individual,100000,1st  ,CNG,Manual,25.4,1197,74,,,,,
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,8,2016,Individual,66000,1st  ,Diesel,Manual,22.77,1498,99,,,,,
Maruti Eeco 5 STR With AC Plus HTR CNG,2.85,2016,Dealer,37000,1st  ,CNG,Manual,15.1,1196,73,,,,,
Maruti Wagon R VXI,4.25,2017,Individual,16000,1st  ,Petrol,Manual,20.51,998,67,,,,,
Chevrolet Beat LS,1.5,2011,Individual,30000,1st  ,Petrol,Manual,18.6,1199,79,,,,,
Mahindra XUV500 W10 2WD,10.5,2015,Dealer,140000,1st  ,Diesel,Manual,16,2179,140,,,,,
Maruti Swift VDI,4.3,2012,Individual,40000,1st  ,Diesel,Manual,22.9,1248,74,,,,,
Maruti Wagon R VXI AMT,5.5,2015,Dealer,65000,1st  ,Petrol,Automatic,21.79,998,67,,,,,
BMW 7 Series 730Ld Sedan,10.5,2007,Dealer,85000,1st  ,Diesel,Automatic,16.46,2993,258,,,,,
Tata Manza Aura Quadrajet BS IV,2.8,2012,Individual,75000,1st  ,Diesel,Manual,21.12,1248,89,,,,,
Tata Nano Lx,1.25,2012,Dealer,93533,1st  ,Petrol,Manual,26,624,35,,,,,
Hyundai i20 Sportz AT 1.4,5.4,2014,Dealer,40000,1st  ,Petrol,Automatic,15,1396,99,,,,,
Maruti Ciaz ZDi SHVS,7.5,2015,Individual,130000,1st  ,Diesel,Manual,28.09,1248,89,,,,,
Toyota Innova 2.5 V Diesel 7-seater,7.5,2011,Dealer,66000,1st  ,Diesel,Manual,12.8,2494,102,,,,,
Volkswagen Polo Diesel Highline 1.2L,3.75,2012,Dealer,55252,1st  ,Diesel,Manual,22.07,1199,74,,,,,
Maruti Ciaz VDi Option SHVS,7.2,2016,Dealer,80000,1st  ,Diesel,Manual,28.09,1248,89,,,,,
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,7.25,2016,Individual,76000,1st  ,Diesel,Manual,22.77,1498,99,,,,,
Renault Duster 85PS Diesel RxL Option,5.75,2016,Individual,40000,1st  ,Diesel,Manual,19.87,1461,84,,,,,
Maruti Zen Estilo LXI BSIII,2.5,2010,Dealer,46000,1st  ,Petrol,Manual,18.2,998,67,,,,,
Hyundai Grand i10 Magna,3.4,2015,Individual,16560,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Maruti Zen Estilo 1.1 LXI BSIII,1.1,2008,Individual,88000,1st  ,Petrol,Manual,18.2,1061,64,,,,,
Honda City i DTEC VX Option,6.5,2015,Individual,90000,1st  ,Diesel,Manual,25.1,1498,99,,,,,
Maruti Swift Vdi BSIII,1.25,2008,Individual,110000,1st  ,Diesel,Manual,17.8,1248,75,,,,,
Maruti Swift VXI,4,2012,Individual,43000,1st  ,Petrol,Manual,18.6,1197,86,,,,,
Hyundai i20 1.2 Asta Option,7.7,2018,Individual,25000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Maruti Swift Dzire VDi,4.1,2014,Dealer,90000,1st  ,Diesel,Manual,19.3,1248,74,,,,,
BMW X3 3.0d SAV,24,2013,Dealer,87000,1st  ,Diesel,Automatic,16.55,2996,null,,,,,
BMW 3 Series 320d Luxury Line,20,2014,Dealer,118000,1st  ,Diesel,Automatic,19.62,1995,188,,,,,
Hyundai Elantra CRDi SX,6,2013,Individual,77000,1st  ,Diesel,Manual,22.7,1582,126,,,,,
Tata Zest Revotron 1.2 XT,3.65,2014,Dealer,18057,1st  ,Petrol,Manual,17.57,1193,89,,,,,
BMW X6 xDrive30d,33.5,2013,Dealer,59000,1st  ,Diesel,Automatic,11.2,2993,241,,,,,
Volkswagen Polo 1.0 MPI Comfortline Plus,6.5,2019,Dealer,45000,1st  ,Petrol,Manual,17.74,999,75,,,,,
Hyundai Creta 1.6 CRDi AT SX Plus,10.6,2015,Dealer,79828,1st  ,Diesel,Automatic,17.01,1582,126,,,,,
Maruti Baleno Zeta,8,2019,Dealer,7801,1st  ,Petrol,Manual,21.01,1197,82,,,,,
Audi Q3 2.0 TDI Quattro Premium Plus,18.85,2013,Dealer,80792,1st  ,Diesel,Automatic,15.73,1968,174,,,,,
Honda WR-V i-DTEC VX,8.5,2017,Dealer,33456,1st  ,Diesel,Manual,25.5,1498,99,,,,,
Honda City i DTec V,5.25,2015,Dealer,87000,1st  ,Diesel,Manual,26,1498,99,,,,,
Maruti Swift VDi BSIII W/ ABS,3.95,2013,Dealer,68000,1st  ,Diesel,Manual,17.8,1248,75,,,,,
Maruti Swift VDI,4.25,2011,Dealer,22000,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Skoda Rapid 1.5 TDI AT Style BSIV,8.75,2017,Dealer,105000,1st  ,Diesel,Automatic,21.72,1498,109,,,,,
Mahindra XUV500 W10 2WD,10.5,2016,Individual,46100,1st  ,Diesel,Manual,16,2179,140,,,,,
Renault KWID AMT,4.65,2018,Dealer,16000,1st  ,Petrol,Automatic,24.04,999,67,,,,,
Renault KWID Climber 1.0 MT,4.7,2020,Individual,10000,1st  ,Petrol,Manual,23.01,999,67,,,,,
Maruti Baleno Zeta Automatic,7.59,2018,Dealer,10001,1st  ,Petrol,Automatic,21.4,1197,83,,,,,
Hyundai Santro Xing GLS,1.95,2011,Dealer,49000,1st  ,Petrol,Manual,17.92,1086,62,,,,,
Maruti Ertiga VDI,6.99,2015,Dealer,94000,1st  ,Diesel,Manual,25.47,1248,89,,,,,
Maruti Baleno Sigma,5.75,2016,Dealer,26208,1st  ,Petrol,Manual,21.01,1197,82,,,,,
BMW 6 Series GT 630d Luxury Line,56,2018,Dealer,11000,1st  ,Diesel,Automatic,17.09,2993,261,,,,,
Honda Amaze S Diesel,6,2018,Dealer,78000,1st  ,Diesel,Manual,24.7,1498,99,,,,,
Maruti Alto 800 LXI BSIV,1.95,2012,Dealer,52000,1st  ,Petrol,Manual,24.7,796,47,,,,,
Maruti Ritz LDi,3.39,2016,Individual,186000,1st  ,Diesel,Manual,23.2,1248,74,,,,,
Maruti Ertiga VDI,6.5,2015,Dealer,75000,1st  ,Diesel,Manual,25.47,1248,89,,,,,
Hyundai Grand i10 1.2 Kappa Magna AT,4.4,2018,Individual,58000,1st  ,Petrol,Automatic,18.9,1197,82,,,,,
Maruti Celerio VXI AT,4.5,2015,Dealer,52000,1st  ,Petrol,Automatic,23.1,998,67,,,,,
Toyota Fortuner 3.0 Diesel,10.5,2011,Dealer,158000,1st  ,Diesel,Manual,11.5,2982,171,,,,,
Ford Fiesta Classic 1.4 Duratorq LXI,2.5,2012,Individual,148000,1st  ,Diesel,Manual,18.6,1388,67,,,,,
BMW 5 Series 520d Sedan,17.95,2012,Dealer,99000,1st  ,Diesel,Automatic,18.48,,,,,,,17 x 7.5J
Maruti Vitara Brezza LDi,8.5,2016,Dealer,20000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Hyundai Xcent 1.2 VTVT SX Option,4.5,2018,Individual,100000,1st  ,Petrol,Manual,20.14,1197,82,,,,,
Nissan Sunny XL D,2.5,2017,Individual,120000,1st  ,Diesel,Manual,22.71,1461,85,,,,,
Maruti Ciaz ZDi Plus,6.5,2015,Dealer,41348,1st  ,Diesel,Manual,26.21,1248,89,,,,,
Volkswagen Polo 1.2 MPI Comfortline,5.75,2016,Dealer,49000,1st  ,Petrol,Manual,16.2,1199,74,,,,,
Tata Tiago 1.2 Revotron XZA,5.2,2017,Individual,25000,1st  ,Petrol,Automatic,23.84,1199,84,,,,,
BMW 3 Series 320d Sport Line,22.5,2014,Dealer,88000,1st  ,Diesel,Automatic,18.88,1995,184,,,,,
BMW 5 Series 520d Luxury Line,31.5,2017,Dealer,32000,1st  ,Diesel,Automatic,22.48,1995,188,,,,,
Maruti Vitara Brezza ZDi Plus,9,2016,Individual,20000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Honda Jazz 1.5 V i DTEC,7,2018,Dealer,15000,1st  ,Diesel,Manual,27.3,1498,99,,,,,
Maruti Swift LXI,5.2,2018,Individual,18600,1st  ,Petrol,Manual,22,1197,82,,,,,
Audi A4 2.0 TDI Multitronic,12.95,2012,Dealer,85250,1st  ,Diesel,Automatic,16.55,1968,140,,,,,
Maruti Baleno Alpha 1.2,7.1,2018,Individual,60000,1st  ,Petrol,Manual,21.4,1197,83,,,,,
Land Rover Range Rover Sport 3.0 D HSE,57,2014,Dealer,61000,1st  ,Diesel,Automatic,12.65,2993,296,,,,,
Volkswagen Polo 1.2 MPI Highline,6.8,2017,Dealer,26000,1st  ,Petrol,Manual,16.47,1198,74,,,,,
Volkswagen Polo 2015-2019 1.5 TDI Highline,6.5,2016,Dealer,72000,1st  ,Diesel,Manual,20.14,1498,88,,,,,
Hyundai Verna 1.6 VTVT S Option,5.25,2015,Individual,72600,1st  ,Petrol,Manual,17.01,1591,121,,,,,
Renault KWID RXT,3.95,2016,Dealer,14183,1st  ,Petrol,Manual,22.3,799,53,,,,,
Volkswagen CrossPolo 1.5 TDI,4.9,2015,Individual,26000,1st  ,Diesel,Manual,20.14,1498,89,,,,,
Hyundai Xcent 1.2 Kappa S,6.5,2017,Dealer,21932,1st  ,Petrol,Manual,19.1,1197,82,,,,,
Maruti Swift ZXI,4.95,2014,Dealer,14800,1st  ,Petrol,Manual,21.21,1197,82,,,,,
BMW 5 Series 530d M Sport,54,2020,Dealer,15000,1st  ,Diesel,Automatic,18.59,2993,261,,,,,
Hyundai i10 Magna,1.5,2010,Individual,90000,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Jaguar XF 3.0 Litre S Premium Luxury,19,2012,Dealer,105000,1st  ,Diesel,Automatic,14.74,2993,271,,,,,
Honda City i VTEC VX,7.95,2016,Dealer,77694,1st  ,Petrol,Manual,17.8,1497,117,,,,,
Chevrolet Beat LS,3.15,2015,Dealer,33338,1st  ,Petrol,Manual,17.8,1199,77,,,,,
Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,26,2016,Dealer,32000,1st  ,Diesel,Manual,14.24,2755,175,,,,,
Chevrolet Enjoy TCDi LS 7 Seater,4.5,2013,Dealer,33398,1st  ,Diesel,Manual,18.2,1248,74,,,,,
Honda Civic 1.8 V AT,3.25,2009,Dealer,76000,1st  ,Petrol,Automatic,13.9,1799,130,,,,,
Toyota Etios G Safety,4.5,2012,Individual,90000,1st  ,Petrol,Manual,17.6,1496,89,,,,,
Honda Amaze VX i-DTEC,6.67,2018,Individual,60000,1st  ,Diesel,Manual,25.8,1498,99,,,,,
Skoda Rapid 1.6 MPI Elegance,7.75,2018,Dealer,17000,1st  ,Petrol,Manual,15,1598,104,,,,,
Nissan Micra XL,3.7,2015,Individual,40000,1st  ,Petrol,Manual,18.44,1198,75,,,,,
Maruti Wagon R LXI CNG,2.8,2011,Individual,90000,1st  ,CNG,Manual,26.2,998,58,,,,,
Audi A6 35 TDI,31.25,2016,Dealer,35000,1st  ,Diesel,Automatic,18.53,1968,188,,,,,
Maruti Ertiga SHVS VDI,5.9,2016,Dealer,57000,1st  ,Diesel,Manual,24.52,1248,89,,,,,
Honda Civic 1.8 V AT,5,2008,Individual,90000,1st  ,Petrol,Automatic,12.9,1799,130,,,,,
Mahindra Bolero VLX BS IV,3.5,2011,Dealer,75000,1st  ,Diesel,Manual,13.6,2523,63,,,,,
Nissan Terrano XE 85 PS,7.9,2017,Dealer,85403,1st  ,Diesel,Manual,20.45,1461,84,,,,,
Hyundai Creta 1.6 SX Option Diesel,7.9,2015,Dealer,59000,1st  ,Diesel,Manual,20.5,1582,126,,,,,
